



Trustor	Trustee	Sign	RES	YEA
964	351	-1	1	2011
387	351	-1	1	2011
120	351	-1	1	2011
133	351	-1	1	2011
1466	351	-1	1	2011
989	351	-1	1	2011
1036	351	-1	1	2011
162	351	-1	1	2011
984	351	-1	1	2011
1745	351	-1	1	2011
605	351	-1	1	2011
945	351	-1	1	2011
1015	351	-1	1	2011
1002	351	-1	1	2011
745	351	-1	1	2011
668	351	-1	1	2011
1362	351	-1	1	2011
24	351	-1	1	2011
1746	351	-1	1	2011
792	351	-1	1	2011
293	351	-1	1	2011
170	351	0	1	2011
1451	351	0	1	2011
236	351	0	1	2011
576	351	0	1	2011
1747	351	0	1	2011
212	351	0	1	2011
543	351	0	1	2011
291	351	0	1	2011
82	104	1	1	2011
600	104	1	1	2011
908	104	1	1	2011
180	104	1	1	2011
27	104	1	1	2011
1210	104	1	1	2011
295	104	1	1	2011
112	104	1	1	2011
1511	104	1	1	2011
607	104	1	1	2011
745	104	1	1	2011
192	104	1	1	2011
1451	104	1	1	2011
93	104	1	1	2011
1370	104	1	1	2011
1402	104	1	1	2011
794	104	1	1	2011
262	104	1	1	2011
631	104	1	1	2011
189	104	1	1	2011
961	104	1	1	2011
1499	104	1	1	2011
446	104	1	1	2011
31	104	1	1	2011
156	104	1	1	2011
874	104	1	1	2011
1604	104	1	1	2011
1002	104	1	1	2011
368	104	1	1	2011
1748	104	1	1	2011
953	104	1	1	2011
1110	104	1	1	2011
40	104	1	1	2011
906	104	1	1	2011
60	104	1	1	2011
321	104	1	1	2011
608	104	1	1	2011
928	104	1	1	2011
325	104	1	1	2011
1398	104	1	1	2011
304	104	1	1	2011
831	104	1	1	2011
451	104	1	1	2011
410	104	1	1	2011
1516	104	1	1	2011
1468	104	1	1	2011
43	104	1	1	2011
6	104	1	1	2011
257	104	1	1	2011
1546	104	1	1	2011
352	104	1	1	2011
169	104	1	1	2011
391	104	1	1	2011
1466	104	1	1	2011
11	104	1	1	2011
970	104	1	1	2011
856	104	1	1	2011
404	104	1	1	2011
465	104	1	1	2011
1403	104	1	1	2011
246	104	1	1	2011
1026	104	1	1	2011
1746	104	1	1	2011
578	104	1	1	2011
1406	104	1	1	2011
564	104	1	1	2011
1419	104	1	1	2011
240	104	1	1	2011
221	104	1	1	2011
387	104	1	1	2011
1749	104	1	1	2011
989	104	1	1	2011
184	104	1	1	2011
127	104	1	1	2011
637	104	1	1	2011
362	104	1	1	2011
1487	104	1	1	2011
565	104	1	1	2011
113	104	1	1	2011
207	104	1	1	2011
591	104	1	1	2011
337	104	1	1	2011
187	104	1	1	2011
864	104	1	1	2011
212	104	1	1	2011
1400	104	1	1	2011
1750	104	1	1	2011
125	104	1	1	2011
1751	104	1	1	2011
68	104	1	1	2011
85	104	1	1	2011
271	104	1	1	2011
61	104	1	1	2011
391	104	1	1	2011
453	104	1	1	2011
1426	104	1	1	2011
912	104	1	1	2011
67	104	1	1	2011
81	104	1	1	2011
291	104	1	1	2011
602	104	1	1	2011
1672	104	1	1	2011
1273	104	1	1	2011
347	104	1	1	2011
123	104	1	1	2011
442	104	1	1	2011
1143	104	1	1	2011
157	104	1	1	2011
265	104	-1	1	2011
278	104	-1	1	2011
122	104	-1	1	2011
610	104	-1	1	2011
124	104	-1	1	2011
1485	104	-1	1	2011
1023	104	-1	1	2011
1752	104	-1	1	2011
1753	104	-1	1	2011
1369	104	-1	1	2011
1501	104	-1	1	2011
905	104	-1	1	2011
1754	104	-1	1	2011
344	104	-1	1	2011
336	104	-1	1	2011
1518	104	-1	1	2011
992	104	-1	1	2011
261	104	-1	1	2011
320	104	-1	1	2011
1378	104	-1	1	2011
341	104	-1	1	2011
991	104	0	1	2011
1374	104	0	1	2011
369	104	0	1	2011
1489	104	0	1	2011
14	104	0	1	2011
65	104	0	1	2011
975	104	0	1	2011
507	104	0	1	2011
628	1143	1	1	2011
60	1143	1	1	2011
316	1143	1	1	2011
339	1143	1	1	2011
112	1143	1	1	2011
170	1143	1	1	2011
992	1143	1	1	2011
607	1143	1	1	2011
1214	1143	1	1	2011
325	1143	1	1	2011
1755	1143	1	1	2011
1638	1143	1	1	2011
745	1143	1	1	2011
1369	1143	1	1	2011
1528	1143	1	1	2011
27	1143	1	1	2011
905	1143	1	1	2011
455	1143	1	1	2011
82	1143	1	1	2011
856	1143	1	1	2011
240	1143	1	1	2011
262	1143	1	1	2011
246	1143	1	1	2011
906	1143	1	1	2011
356	1143	1	1	2011
157	1143	1	1	2011
390	1143	1	1	2011
219	1143	1	1	2011
43	1143	1	1	2011
184	1143	1	1	2011
810	1143	1	1	2011
1002	1143	1	1	2011
1756	1143	1	1	2011
127	1143	1	1	2011
124	1143	1	1	2011
1757	1143	1	1	2011
1370	1143	1	1	2011
1758	1143	1	1	2011
96	1143	1	1	2011
222	1143	1	1	2011
85	1143	1	1	2011
304	1143	1	1	2011
61	1143	1	1	2011
104	1143	1	1	2011
1391	1143	1	1	2011
1712	1143	1	1	2011
207	1143	1	1	2011
512	1143	1	1	2011
928	1143	1	1	2011
1759	1143	1	1	2011
578	1143	1	1	2011
74	1143	1	1	2011
911	1143	1	1	2011
1722	1143	1	1	2011
261	1143	1	1	2011
1602	1143	1	1	2011
368	1143	1	1	2011
21	1143	1	1	2011
1661	1143	1	1	2011
451	1143	1	1	2011
444	1143	1	1	2011
123	1143	1	1	2011
212	1143	1	1	2011
329	1143	1	1	2011
1680	1143	1	1	2011
31	1143	1	1	2011
1760	1143	1	1	2011
631	1143	1	1	2011
221	1143	1	1	2011
1273	1143	1	1	2011
374	1143	1	1	2011
344	1143	1	1	2011
156	1143	1	1	2011
1761	1143	1	1	2011
516	1143	1	1	2011
1401	1143	1	1	2011
1713	1143	1	1	2011
1462	1143	1	1	2011
865	1143	1	1	2011
345	1143	1	1	2011
49	1143	1	1	2011
1524	1143	1	1	2011
1674	1143	1	1	2011
1466	1143	1	1	2011
1126	1143	1	1	2011
1156	1143	1	1	2011
1619	1143	1	1	2011
287	1143	1	1	2011
611	1143	1	1	2011
989	1143	1	1	2011
1465	1143	1	1	2011
1598	1143	1	1	2011
1684	1143	1	1	2011
68	1143	1	1	2011
1513	1143	1	1	2011
120	1143	-1	1	2011
484	1143	-1	1	2011
1191	1143	-1	1	2011
961	1143	-1	1	2011
953	1143	-1	1	2011
1601	1143	-1	1	2011
322	1143	-1	1	2011
191	1143	-1	1	2011
580	1143	-1	1	2011
1036	1143	-1	1	2011
1561	1143	-1	1	2011
362	1143	-1	1	2011
883	1143	-1	1	2011
701	1143	-1	1	2011
526	1143	-1	1	2011
28	1143	-1	1	2011
11	1143	-1	1	2011
1423	1143	-1	1	2011
125	1143	-1	1	2011
662	1143	-1	1	2011
1405	1143	-1	1	2011
1287	1143	-1	1	2011
442	1143	-1	1	2011
849	1143	-1	1	2011
1407	1143	-1	1	2011
1071	1143	-1	1	2011
1641	1143	-1	1	2011
121	1143	-1	1	2011
1589	1143	-1	1	2011
291	1143	-1	1	2011
214	1143	-1	1	2011
831	1143	0	1	2011
6	1143	0	1	2011
794	1143	0	1	2011
568	1143	0	1	2011
387	1143	0	1	2011
426	1143	0	1	2011
86	1143	0	1	2011
1389	1143	0	1	2011
113	1143	0	1	2011
636	1143	0	1	2011
647	611	1	1	2011
125	611	1	1	2011
806	611	1	1	2011
451	611	1	1	2011
1443	611	1	1	2011
507	611	1	1	2011
14	611	1	1	2011
1552	611	1	1	2011
295	611	1	1	2011
349	611	1	1	2011
27	611	1	1	2011
236	611	1	1	2011
41	611	1	1	2011
60	611	1	1	2011
404	611	1	1	2011
984	611	1	1	2011
1027	611	1	1	2011
605	611	1	1	2011
461	611	1	1	2011
1350	611	1	1	2011
1762	611	1	1	2011
442	611	1	1	2011
1471	611	1	1	2011
945	611	1	1	2011
67	611	1	1	2011
281	611	1	1	2011
156	611	1	1	2011
368	611	1	1	2011
11	611	1	1	2011
831	611	1	1	2011
1015	611	1	1	2011
364	611	1	1	2011
953	611	1	1	2011
1744	611	1	1	2011
356	611	1	1	2011
628	611	1	1	2011
861	611	1	1	2011
761	611	1	1	2011
1065	611	1	1	2011
1763	611	1	1	2011
607	611	1	1	2011
357	611	1	1	2011
191	611	1	1	2011
388	611	1	1	2011
636	611	1	1	2011
1421	611	1	1	2011
1002	611	1	1	2011
1490	611	1	1	2011
406	611	1	1	2011
901	611	1	1	2011
578	611	1	1	2011
975	611	1	1	2011
138	611	1	1	2011
339	611	1	1	2011
320	611	1	1	2011
1466	611	1	1	2011
905	611	1	1	2011
219	611	1	1	2011
124	611	1	1	2011
85	611	1	1	2011
602	611	1	1	2011
1057	611	1	1	2011
212	611	1	1	2011
221	611	1	1	2011
337	611	1	1	2011
1361	611	1	1	2011
555	611	1	1	2011
1286	611	1	1	2011
187	611	1	1	2011
569	611	1	1	2011
858	611	1	1	2011
1123	611	1	1	2011
970	611	1	1	2011
515	611	1	1	2011
164	611	1	1	2011
373	611	1	1	2011
1764	611	1	1	2011
121	611	1	1	2011
624	611	1	1	2011
620	611	1	1	2011
1765	611	1	1	2011
614	611	1	1	2011
195	611	1	1	2011
1289	611	1	1	2011
894	611	1	1	2011
1766	611	1	1	2011
209	611	1	1	2011
988	611	1	1	2011
1110	611	1	1	2011
43	611	1	1	2011
863	611	1	1	2011
346	611	1	1	2011
207	611	1	1	2011
1011	611	1	1	2011
300	611	1	1	2011
898	611	1	1	2011
1767	611	1	1	2011
635	611	1	1	2011
993	611	1	1	2011
113	611	1	1	2011
135	611	1	1	2011
1378	611	1	1	2011
1097	611	1	1	2011
104	611	1	1	2011
347	611	1	1	2011
1768	611	1	1	2011
117	611	1	1	2011
134	611	1	1	2011
1126	611	1	1	2011
265	611	-1	1	2011
1769	611	-1	1	2011
1172	611	-1	1	2011
466	611	-1	1	2011
28	611	-1	1	2011
1770	611	-1	1	2011
57	611	0	1	2011
279	611	0	1	2011
112	10450	1	1	2011
60	10450	1	1	2011
1604	10450	1	1	2011
43	10450	1	1	2011
262	10450	1	1	2011
250	10450	1	1	2011
1403	10450	1	1	2011
1511	10450	1	1	2011
461	10450	1	1	2011
1374	10450	1	1	2011
991	10450	1	1	2011
82	10450	1	1	2011
1156	10450	1	1	2011
1406	10450	1	1	2011
27	10450	1	1	2011
928	10450	1	1	2011
761	10450	1	1	2011
156	10450	1	1	2011
368	10450	1	1	2011
102	10450	1	1	2011
265	10450	1	1	2011
221	10450	1	1	2011
1546	10450	1	1	2011
191	10450	1	1	2011
415	10450	1	1	2011
1523	10450	1	1	2011
67	10450	1	1	2011
1466	10450	1	1	2011
1487	10450	1	1	2011
549	10450	1	1	2011
1369	10450	1	1	2011
1516	10450	1	1	2011
257	10450	1	1	2011
189	10450	1	1	2011
261	10450	1	1	2011
124	10450	1	1	2011
512	10450	1	1	2011
794	10450	1	1	2011
1771	10450	1	1	2011
1026	10450	1	1	2011
278	10450	1	1	2011
1501	10450	1	1	2011
81	10450	1	1	2011
864	10450	1	1	2011
1772	10450	1	1	2011
31	10450	1	1	2011
451	10450	1	1	2011
58	10450	1	1	2011
1750	10450	1	1	2011
858	10450	1	1	2011
341	10450	1	1	2011
564	10450	1	1	2011
271	10450	1	1	2011
1773	10450	1	1	2011
1419	10450	1	1	2011
11	10450	1	1	2011
347	10450	1	1	2011
61	10450	1	1	2011
207	10450	1	1	2011
1057	10450	1	1	2011
1434	10450	1	1	2011
356	10450	1	1	2011
1682	10450	1	1	2011
1726	10450	1	1	2011
113	10450	1	1	2011
1260	10450	1	1	2011
123	10450	1	1	2011
374	10450	1	1	2011
1127	10450	1	1	2011
953	10450	-1	1	2011
831	10450	-1	1	2011
40	10450	-1	1	2011
320	10450	-1	1	2011
600	10450	-1	1	2011
1436	10450	-1	1	2011
240	10450	-1	1	2011
1401	10450	-1	1	2011
665	10450	-1	1	2011
1672	10450	-1	1	2011
1002	10450	-1	1	2011
127	10450	-1	1	2011
1110	10450	-1	1	2011
212	10450	-1	1	2011
1027	10450	0	1	2011
961	10450	0	1	2011
153	10450	0	1	2011
1518	10450	0	1	2011
325	10450	0	1	2011
631	10450	0	1	2011
1370	10450	0	1	2011
295	10450	0	1	2011
1426	10450	0	1	2011
104	10450	0	1	2011
487	10450	0	1	2011
507	10450	0	1	2011
831	41	1	1	2011
1027	41	1	1	2011
135	41	1	1	2011
27	41	1	1	2011
356	41	1	1	2011
1623	41	1	1	2011
1774	41	1	1	2011
221	41	1	1	2011
922	41	1	1	2011
262	41	1	1	2011
320	41	1	1	2011
31	41	1	1	2011
961	41	1	1	2011
406	41	1	1	2011
953	41	1	1	2011
40	41	1	1	2011
600	41	1	1	2011
1511	41	1	1	2011
112	41	1	1	2011
1065	41	1	1	2011
1370	41	1	1	2011
278	41	1	1	2011
169	41	1	1	2011
1406	41	1	1	2011
1546	41	1	1	2011
1463	41	1	1	2011
14	41	1	1	2011
1775	41	1	1	2011
1426	41	1	1	2011
1165	41	1	1	2011
1402	41	1	1	2011
265	41	1	1	2011
928	41	1	1	2011
1776	41	1	1	2011
162	41	1	1	2011
81	41	1	1	2011
184	41	1	1	2011
1484	41	1	1	2011
1468	41	1	1	2011
856	41	1	1	2011
325	41	1	1	2011
1777	41	1	1	2011
212	41	1	1	2011
1002	41	1	1	2011
1612	41	1	1	2011
1487	41	1	1	2011
607	41	1	1	2011
577	41	1	1	2011
578	41	1	1	2011
659	41	1	1	2011
602	41	1	1	2011
1619	41	1	1	2011
43	41	1	1	2011
347	41	1	1	2011
113	41	1	1	2011
1728	41	1	1	2011
304	41	1	1	2011
390	41	1	1	2011
1400	41	1	1	2011
1374	41	1	1	2011
1749	41	1	1	2011
86	41	1	1	2011
1509	41	1	1	2011
1778	41	1	1	2011
1423	41	-1	1	2011
487	41	-1	1	2011
122	41	-1	1	2011
1779	41	0	1	2011
60	169	1	1	2011
82	169	1	1	2011
1396	169	1	1	2011
512	169	1	1	2011
104	169	1	1	2011
869	169	1	1	2011
112	169	1	1	2011
1117	169	1	1	2011
628	169	1	1	2011
349	169	1	1	2011
564	169	1	1	2011
662	169	1	1	2011
953	169	1	1	2011
27	169	1	1	2011
156	169	1	1	2011
794	169	1	1	2011
1437	169	1	1	2011
1420	169	1	1	2011
507	169	1	1	2011
262	169	1	1	2011
85	169	1	1	2011
831	169	1	1	2011
11	169	1	1	2011
856	169	1	1	2011
1389	169	1	1	2011
221	169	1	1	2011
636	169	1	1	2011
1684	169	1	1	2011
1349	169	1	1	2011
970	169	1	1	2011
961	169	1	1	2011
406	169	1	1	2011
346	169	1	1	2011
1402	169	1	1	2011
209	169	1	1	2011
93	169	1	1	2011
31	169	1	1	2011
1434	169	1	1	2011
496	169	1	1	2011
491	169	1	1	2011
43	169	1	1	2011
219	169	1	1	2011
184	169	1	1	2011
607	169	1	1	2011
1444	169	1	1	2011
1426	169	1	1	2011
600	169	1	1	2011
1477	169	1	1	2011
810	169	1	1	2011
1126	169	1	1	2011
1002	169	1	1	2011
325	169	1	1	2011
1398	169	1	1	2011
157	169	1	1	2011
1429	169	1	1	2011
1780	169	1	1	2011
1027	169	1	1	2011
141	169	1	1	2011
928	169	1	1	2011
1007	169	1	1	2011
1518	169	1	1	2011
1753	169	1	1	2011
1370	169	1	1	2011
442	169	1	1	2011
864	169	1	1	2011
81	169	1	1	2011
304	169	1	1	2011
441	169	1	1	2011
1495	169	1	1	2011
195	169	1	1	2011
1400	169	1	1	2011
212	169	1	1	2011
61	169	1	1	2011
113	169	1	1	2011
37	169	1	1	2011
278	169	-1	1	2011
906	169	0	1	2011
1746	169	0	1	2011
155	1832	1	1	2011
524	1832	1	1	2011
157	1832	1	1	2011
6	1832	1	1	2011
112	1832	1	1	2011
304	1832	1	1	2011
558	1832	1	1	2011
970	1832	1	1	2011
908	1832	1	1	2011
1050	1832	1	1	2011
1285	1832	1	1	2011
82	1832	1	1	2011
1076	1832	1	1	2011
608	1832	1	1	2011
487	1832	1	1	2011
27	1832	1	1	2011
1781	1832	1	1	2011
133	1832	1	1	2011
1782	1832	1	1	2011
1640	1832	1	1	2011
1783	1832	1	1	2011
512	1832	1	1	2011
1353	1832	1	1	2011
1784	1832	1	1	2011
775	1832	1	1	2011
320	1832	1	1	2011
1370	1832	1	1	2011
1466	1832	1	1	2011
993	1832	1	1	2011
1065	1832	1	1	2011
1785	1832	1	1	2011
1002	1832	1	1	2011
415	1832	1	1	2011
102	1832	1	1	2011
953	1832	1	1	2011
356	1832	1	1	2011
169	1832	1	1	2011
327	1832	1	1	2011
578	1832	1	1	2011
9	1832	1	1	2011
831	1832	1	1	2011
1786	1832	1	1	2011
180	1832	1	1	2011
43	1832	1	1	2011
1787	1832	1	1	2011
353	1832	1	1	2011
188	1832	1	1	2011
971	1832	1	1	2011
189	1832	1	1	2011
221	1832	1	1	2011
1759	1832	1	1	2011
285	1832	1	1	2011
1788	1832	1	1	2011
491	1832	1	1	2011
570	1832	1	1	2011
31	1832	1	1	2011
1027	1832	1	1	2011
1789	1832	1	1	2011
929	1832	1	1	2011
1790	1832	1	1	2011
113	1832	1	1	2011
856	1832	1	1	2011
1791	1832	1	1	2011
1792	1832	1	1	2011
54	1832	1	1	2011
1626	1832	1	1	2011
1290	1832	1	1	2011
367	1832	1	1	2011
1057	1832	1	1	2011
1793	1832	1	1	2011
1794	1832	1	1	2011
768	1832	1	1	2011
1695	1832	1	1	2011
364	1832	1	1	2011
1596	1832	1	1	2011
522	1832	1	1	2011
1795	1832	1	1	2011
187	1832	1	1	2011
1796	1832	1	1	2011
1797	1832	1	1	2011
81	1832	1	1	2011
904	1832	1	1	2011
1506	1832	1	1	2011
550	1832	1	1	2011
49	1832	1	1	2011
818	1832	1	1	2011
1798	1832	1	1	2011
1799	1832	1	1	2011
28	1832	1	1	2011
58	1832	1	1	2011
485	1832	1	1	2011
236	1832	1	1	2011
600	1832	1	1	2011
872	1832	1	1	2011
1052	1832	1	1	2011
24	1832	1	1	2011
966	1832	1	1	2011
1800	1832	1	1	2011
484	1832	1	1	2011
1709	1832	1	1	2011
156	1832	1	1	2011
1130	1832	1	1	2011
1390	1832	1	1	2011
273	1832	1	1	2011
947	1832	-1	1	2011
864	1832	-1	1	2011
212	1832	-1	1	2011
125	1832	-1	1	2011
1801	1832	-1	1	2011
1802	1832	-1	1	2011
128	1832	-1	1	2011
1803	1832	-1	1	2011
1804	1832	-1	1	2011
1805	1832	-1	1	2011
1806	1832	-1	1	2011
1807	1832	-1	1	2011
532	1832	0	1	2011
167	1832	0	1	2011
1594	1832	0	1	2011
85	1605	1	1	2011
912	1605	1	1	2011
27	1605	1	1	2011
219	1605	1	1	2011
1808	1605	1	1	2011
861	1605	1	1	2011
339	1605	1	1	2011
1370	1605	1	1	2011
794	1605	1	1	2011
82	1605	1	1	2011
442	1605	1	1	2011
261	1605	1	1	2011
1528	1605	1	1	2011
961	1605	1	1	2011
406	1605	1	1	2011
1065	1605	1	1	2011
1405	1605	1	1	2011
49	1605	1	1	2011
1603	1605	1	1	2011
1002	1605	1	1	2011
316	1605	1	1	2011
207	1605	1	1	2011
162	1605	1	1	2011
14	1605	1	1	2011
928	1605	1	1	2011
74	1605	1	1	2011
1501	1605	1	1	2011
1756	1605	1	1	2011
1420	1605	1	1	2011
800	1605	1	1	2011
196	1605	1	1	2011
1426	1605	1	1	2011
212	1605	1	1	2011
411	1605	1	1	2011
250	1605	1	1	2011
1510	1605	1	1	2011
1809	1605	1	1	2011
1524	1605	1	1	2011
1602	1605	1	1	2011
564	1605	1	1	2011
113	1605	1	1	2011
11	1605	1	1	2011
79	1605	1	1	2011
1493	1605	1	1	2011
706	1605	1	1	2011
93	1605	1	1	2011
1612	1605	1	1	2011
221	1605	1	1	2011
1402	1605	1	1	2011
1369	1605	1	1	2011
344	1605	1	1	2011
735	1605	1	1	2011
1143	1605	1	1	2011
1126	1605	1	1	2011
368	1605	1	1	2011
1406	1605	1	1	2011
191	1605	1	1	2011
273	1605	1	1	2011
853	1605	1	1	2011
428	1605	1	1	2011
1810	1605	1	1	2011
1214	1605	1	1	2011
61	1605	1	1	2011
67	1605	1	1	2011
1519	1605	1	1	2011
347	1605	1	1	2011
1373	1605	-1	1	2011
607	1605	-1	1	2011
953	1605	-1	1	2011
856	1605	-1	1	2011
947	1605	-1	1	2011
262	1605	-1	1	2011
104	1605	-1	1	2011
1027	1605	-1	1	2011
68	1605	-1	1	2011
600	1605	-1	1	2011
1421	1605	-1	1	2011
123	1605	-1	1	2011
631	1605	0	1	2011
991	1605	0	1	2011
112	1605	0	1	2011
831	1605	0	1	2011
43	1605	0	1	2011
304	1605	0	1	2011
6	1605	0	1	2011
1374	1605	0	1	2011
230	1158	1	1	2011
112	1158	1	1	2011
1811	1158	1	1	2011
85	1158	1	1	2011
1812	1158	1	1	2011
1650	1158	1	1	2011
62	1158	1	1	2011
961	1158	1	1	2011
134	1158	1	1	2011
984	1158	1	1	2011
1813	1158	1	1	2011
532	1158	1	1	2011
605	1158	1	1	2011
991	1158	1	1	2011
1580	1158	1	1	2011
1050	1158	1	1	2011
566	1158	1	1	2011
1741	1158	1	1	2011
951	1158	1	1	2011
133	1158	1	1	2011
11	1158	1	1	2011
1451	1158	1	1	2011
1455	1158	1	1	2011
411	1158	1	1	2011
1327	1158	1	1	2011
320	1158	1	1	2011
1814	1158	1	1	2011
953	1158	1	1	2011
104	1158	1	1	2011
831	1158	1	1	2011
1815	1158	1	1	2011
1816	1158	1	1	2011
58	1158	1	1	2011
1817	1158	1	1	2011
1461	1158	1	1	2011
353	1158	1	1	2011
368	1158	1	1	2011
1438	1158	1	1	2011
1015	1158	1	1	2011
945	1158	1	1	2011
1747	1158	1	1	2011
101	1158	1	1	2011
1065	1158	1	1	2011
207	1158	1	1	2011
167	1158	1	1	2011
1434	1158	1	1	2011
155	1158	1	1	2011
775	1158	1	1	2011
339	1158	1	1	2011
1818	1158	1	1	2011
1378	1158	1	1	2011
1819	1158	1	1	2011
219	1158	1	1	2011
371	1158	1	1	2011
24	1158	1	1	2011
43	1158	1	1	2011
275	1158	1	1	2011
221	1158	1	1	2011
367	1158	1	1	2011
81	1158	1	1	2011
964	1158	1	1	2011
113	1158	1	1	2011
293	1158	1	1	2011
127	1158	1	1	2011
291	1158	1	1	2011
988	1158	1	1	2011
631	1158	1	1	2011
347	1158	1	1	2011
362	1158	1	1	2011
451	1158	1	1	2011
191	1158	1	1	2011
1820	1158	-1	1	2011
1821	1158	-1	1	2011
848	1158	-1	1	2011
916	1158	-1	1	2011
1746	1158	-1	1	2011
1822	1158	-1	1	2011
1823	1158	-1	1	2011
1683	1158	-1	1	2011
162	1158	-1	1	2011
504	1158	-1	1	2011
1466	1158	0	1	2011
1824	1158	0	1	2011
212	1158	0	1	2011
406	1158	0	1	2011
167	112	1	1	2011
865	112	1	1	2011
1594	112	1	1	2011
1506	112	1	1	2011
908	112	1	1	2011
107	112	1	1	2011
1825	112	1	1	2011
690	112	1	1	2011
905	112	1	1	2011
984	112	1	1	2011
1640	112	1	1	2011
1050	112	1	1	2011
1370	112	1	1	2011
134	112	1	1	2011
810	112	1	1	2011
1580	112	1	1	2011
1288	112	1	1	2011
1372	112	1	1	2011
1775	112	1	1	2011
1826	112	1	1	2011
1827	112	1	1	2011
82	112	1	1	2011
874	112	1	1	2011
1828	112	1	1	2011
532	112	1	1	2011
188	112	1	1	2011
1785	112	1	1	2011
304	112	1	1	2011
406	112	1	1	2011
236	112	1	1	2011
353	112	1	1	2011
368	112	1	1	2011
864	112	1	1	2011
991	112	1	1	2011
487	112	1	1	2011
37	112	1	1	2011
221	112	1	1	2011
415	112	1	1	2011
1002	112	1	1	2011
6	112	1	1	2011
1076	112	1	1	2011
59	112	1	1	2011
320	112	1	1	2011
285	112	1	1	2011
1511	112	1	1	2011
257	112	1	1	2011
1400	112	1	1	2011
600	112	1	1	2011
953	112	1	1	2011
1788	112	1	1	2011
1462	112	1	1	2011
485	112	1	1	2011
768	112	1	1	2011
41	112	1	1	2011
133	112	1	1	2011
945	112	1	1	2011
43	112	1	1	2011
512	112	1	1	2011
155	112	1	1	2011
31	112	1	1	2011
775	112	1	1	2011
212	112	1	1	2011
68	112	1	1	2011
404	112	1	1	2011
831	112	1	1	2011
1829	112	1	1	2011
1168	112	1	1	2011
1412	112	1	1	2011
1451	112	1	1	2011
856	112	1	1	2011
113	112	1	1	2011
93	112	1	1	2011
951	112	1	1	2011
391	112	1	1	2011
526	112	1	1	2011
367	112	1	1	2011
189	112	1	1	2011
459	112	1	1	2011
1830	112	1	1	2011
86	112	1	1	2011
636	112	1	1	2011
1793	112	1	1	2011
364	112	1	1	2011
187	112	1	1	2011
1378	112	1	1	2011
208	112	1	1	2011
321	112	1	1	2011
1831	112	1	1	2011
836	112	1	1	2011
71	112	1	1	2011
1449	112	1	1	2011
339	112	1	1	2011
169	112	1	1	2011
1652	112	1	1	2011
391	112	1	1	2011
24	112	1	1	2011
961	112	1	1	2011
1832	112	1	1	2011
568	112	1	1	2011
794	112	1	1	2011
524	112	1	1	2011
104	112	1	1	2011
206	112	1	1	2011
230	112	1	1	2011
1782	112	1	1	2011
1833	112	1	1	2011
925	112	1	1	2011
249	112	1	1	2011
1664	112	1	1	2011
442	112	1	1	2011
170	112	1	1	2011
1642	112	1	1	2011
1032	112	1	1	2011
970	112	1	1	2011
1027	112	1	1	2011
9	112	1	1	2011
1834	112	1	1	2011
347	112	1	1	2011
1285	112	1	1	2011
1561	112	1	1	2011
431	112	1	1	2011
912	112	1	1	2011
1130	112	1	1	2011
178	112	1	1	2011
164	112	1	1	2011
451	112	1	1	2011
195	112	1	1	2011
1468	112	1	1	2011
1390	112	1	1	2011
453	112	1	1	2011
202	112	1	1	2011
227	112	1	1	2011
869	112	1	1	2011
1015	112	0	1	2011
543	112	0	1	2011
162	112	0	1	2011
1572	409	1	1	2011
768	409	1	1	2011
1369	409	1	1	2011
101	409	1	1	2011
120	409	1	1	2011
207	409	1	1	2011
989	409	1	1	2011
127	409	1	1	2011
1835	409	1	1	2011
1836	409	1	1	2011
602	409	1	1	2011
265	409	1	1	2011
230	409	1	1	2011
984	409	1	1	2011
31	409	1	1	2011
1307	409	1	1	2011
368	409	1	1	2011
93	409	1	1	2011
1065	409	1	1	2011
133	409	1	1	2011
138	409	1	1	2011
212	409	1	1	2011
221	409	1	1	2011
1350	409	1	1	2011
970	409	1	1	2011
219	409	1	1	2011
724	409	1	1	2011
258	409	1	1	2011
295	409	1	1	2011
391	409	1	1	2011
1458	409	1	1	2011
831	409	1	1	2011
1476	409	1	1	2011
522	409	1	1	2011
58	409	1	1	2011
951	409	1	1	2011
1370	409	1	1	2011
49	409	1	1	2011
978	409	1	1	2011
567	409	1	1	2011
189	409	1	1	2011
1002	409	1	1	2011
11	409	1	1	2011
607	409	1	1	2011
28	409	1	1	2011
861	409	1	1	2011
1837	409	1	1	2011
81	409	1	1	2011
1378	409	1	1	2011
104	409	1	1	2011
829	409	1	1	2011
1838	409	1	1	2011
271	409	1	1	2011
1456	409	1	1	2011
827	409	1	1	2011
184	409	1	1	2011
62	409	1	1	2011
339	409	1	1	2011
1168	409	1	1	2011
1208	409	1	1	2011
43	409	1	1	2011
1839	409	1	1	2011
320	409	1	1	2011
1840	409	1	1	2011
167	409	1	1	2011
1841	409	1	1	2011
85	409	1	1	2011
1472	409	1	1	2011
895	409	1	1	2011
451	409	1	1	2011
41	409	1	1	2011
195	409	1	1	2011
856	409	1	1	2011
291	409	1	1	2011
444	409	1	1	2011
543	409	1	1	2011
1842	409	1	1	2011
9	409	1	1	2011
113	409	1	1	2011
24	409	1	1	2011
901	409	1	1	2011
1176	409	1	1	2011
1843	409	1	1	2011
1012	409	1	1	2011
367	409	1	1	2011
1529	409	1	1	2011
187	409	1	1	2011
117	409	1	1	2011
794	409	1	1	2011
